Last Disposition Date (date of issuance of vacate),Last Disposition Year,House Number,Street Name,Borough Name,ZIP Code,Block,Lot,Complaint  Category Description,Last Disposition Code Description
4/18/2012,2012,38-25,PARSONS BOULEVARD,Queens,11354,5024,1,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
4/18/2012,2012,97-42, 104 STREET,Queens,11416,9405,24,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
4/19/2012,2012,104,SUNNYSIDE AVENUE,Brooklyn,11207,3896,12,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
4/19/2012,2012,32-18,86 STREET,Queens,11369,1415,16,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
4/19/2012,2012,24-45,GILLMORE STREET,Queens,11369,1645,34,EGRESS - LOCKED/BLOCKED/IMPROPER/NO SECONDARY MEANS,PARTIAL VACATE ORDER ISSUED                                              P
4/19/2012,2012,159-14,NORMAL ROAD,Queens,11432,9776,10,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
4/20/2012,2012,303,MOTHER GASTON BOULEVARD,Brooklyn,11212,3692,5,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
4/20/2012,2012,88-20, 170 STREET,Queens,11432,9823,27,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
4/20/2012,2012,106-17,221 STREET,Queens,11429,11170,23,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
4/23/2012,2012,812,EAST 165 STREET,Bronx,10459,2678,28,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
4/23/2012,2012,671,MELROSE AVENUE,Bronx,10455,2400,125,CERTIFICATE OF OCCUPANCY - NONE/ILLEGAL/CONTRARY TO CO,PARTIAL VACATE ORDER ISSUED                                              P
4/23/2012,2012,252-25,UNION TURNPIKE,Queens,11426,8507,36,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
4/23/2012,2012,99,AMADOR STREET,Staten Island,10303,1670,241,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
4/25/2012,2012,1583,WASHINGTON AVENUE,Bronx,10457,2904,41,CERTIFICATE OF OCCUPANCY - NONE/ILLEGAL/CONTRARY TO CO,PARTIAL VACATE ORDER ISSUED                                              P
4/25/2012,2012,2756,SEDGWICK AVENUE,Bronx,10468,3249,182,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
4/25/2012,2012,163,WEST  195 STREET,Bronx,10468,3249,181,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
4/26/2012,2012,168-15, 116 AVENUE,Queens,11434,12343,234,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
4/28/2012,2012,201,EAST  120 STREET,Manhattan,10035,1785,1,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
4/30/2012,2012,343,JEFFERSON AVENUE,Brooklyn,11216,1829,42,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
4/30/2012,2012,18-03,DECATUR STREET,Queens,11385,3578,62,BOILER - DEFECTIVE / INOPERATIVE / NO PERMIT,PARTIAL VACATE ORDER ISSUED                                              P
4/30/2012,2012,90-18,148 STREET,Queens,11435,9677,174,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
4/30/2012,2012,347,DEMOREST AVENUE,Staten Island,10314,465,19,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
5/1/2012,2012,2157,BEVERLY ROAD,Brooklyn,11226,5132,39,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
5/2/2012,2012,320,EAST 77 STREET,Manhattan,10075,1451,44,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
5/2/2012,2012,817,GREENE AVENUE,Brooklyn,11221,1615,72,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
5/2/2012,2012,23-56,35 STREET,Queens,11105,834,55,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
5/2/2012,2012,177-09,130 AVENUE,Queens,11434,12538,32,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
5/3/2012,2012,819A,GREENE AVENUE,Brooklyn,11221,1615,70,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
5/4/2012,2012,3,VERONA PLACE,Brooklyn,11216,1850,12,EGRESS - LOCKED/BLOCKED/IMPROPER/NO SECONDARY MEANS,PARTIAL VACATE ORDER ISSUED                                              P
5/4/2012,2012,101-32,124 STREET,Queens,11419,9490,22,SRO - ILLEGAL WORK/NO PERMIT/CHANGE IN OCCUP-USE                          +,PARTIAL VACATE ORDER ISSUED                                              P
5/6/2012,2012,134-44, 233 STREET,Queens,11422,13160,55,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
5/7/2012,2012,106-11, 142 STREET,Queens,11435,10040,57,EGRESS - LOCKED/BLOCKED/IMPROPER/NO SECONDARY MEANS,PARTIAL VACATE ORDER ISSUED                                              P
5/7/2012,2012,134-46,233 STREET,Queens,11422,13160,56,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
5/8/2012,2012,808,EAST 169 STREET,Bronx,10459,2682,21,FAILURE TO MAINTAIN,PARTIAL VACATE ORDER ISSUED                                              P
5/9/2012,2012,174-20,BRINKERHOFF AVENUE,Queens,11433,10273,104,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
5/9/2012,2012,130-25,176 PLACE,Queens,11434,12537,93,SRO - ILLEGAL WORK/NO PERMIT/CHANGE IN OCCUP-USE                          +,FULL VACATE ORDER ISSUED                                                 F
5/14/2012,2012,517,TINTON AVENUE,Bronx,10455,2581,48,CERTIFICATE OF OCCUPANCY - NONE/ILLEGAL/CONTRARY TO CO,PARTIAL VACATE ORDER ISSUED                                              P
5/15/2012,2012,3554,DEKALB AVENUE,Bronx,10467,3328,158,FAILURE TO MAINTAIN,PARTIAL VACATE ORDER ISSUED                                              P
5/15/2012,2012,125,WARWICK STREET,Brooklyn,11207,3923,5,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
5/16/2012,2012,158,NORWOOD AVENUE,Brooklyn,11208,3931,49,SRO - ILLEGAL WORK/NO PERMIT/CHANGE IN OCCUP-USE                          +,PARTIAL VACATE ORDER ISSUED                                              P
5/18/2012,2012,122-11,MILBURN STREET,Queens,11413,12703,22,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
5/18/2012,2012,18-69,GREENE AVENUE,Queens,11385,3404,62,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
5/23/2012,2012,169,NORWOOD AVENUE,Brooklyn,11208,4124,5,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
5/23/2012,2012,50-36,101 STREET,Queens,11368,1892,86,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
5/23/2012,2012,104-28,207 STREET,Queens,11429,10910,20,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
5/24/2012,2012,310,EAST 116 STREET,Manhattan,10029,1687,45,EGRESS - LOCKED/BLOCKED/IMPROPER/NO SECONDARY MEANS,PARTIAL VACATE ORDER ISSUED                                              P
5/24/2012,2012,47-21,98 PLACE,Queens,11368,1882,64,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
5/24/2012,2012,39-20,214 PLACE,Queens,11361,6242,26,CERTIFICATE OF OCCUPANCY - NONE/ILLEGAL/CONTRARY TO CO,FULL VACATE ORDER ISSUED                                                 F
5/24/2012,2012,254-06,CRAFT AVENUE,Queens,11422,13660,19,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
5/25/2012,2012,494,EAST 96 STREET,Brooklyn,11212,4692,40,CERTIFICATE OF OCCUPANCY - NONE/ILLEGAL/CONTRARY TO CO,PARTIAL VACATE ORDER ISSUED                                              P
5/25/2012,2012,1215,EAST   59 STREET,Brooklyn,11234,7857,41,ILLEGAL CONVERSION                                                        +,FULL VACATE ORDER ISSUED                                                 F
5/29/2012,2012,198-03,HILLSIDE AVENUE,Queens,11423,10531,53,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
5/29/2012,2012,89-86, 211 STREET,Queens,11427,10576,77,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
5/29/2012,2012,209-61,112 ROAD,Queens,11429,11125,4,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
5/30/2012,2012,104-16, 189 STREET,Queens,11412,10375,20,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
5/31/2012,2012,619,EAST   59 STREET,Brooklyn,11234,7955,79,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
5/31/2012,2012,86-17,108 STREET,Queens,11418,9204,81,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
5/31/2012,2012,103-03, 126 STREET,Queens,11419,9563,3,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
6/1/2012,2012,757,COSTER STREET,Bronx,10474,2763,86,CERTIFICATE OF OCCUPANCY - NONE/ILLEGAL/CONTRARY TO CO,PARTIAL VACATE ORDER ISSUED                                              P
6/1/2012,2012,1322,COLLEGE AVENUE,Bronx,10456,2783,95,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
6/4/2012,2012,23-38,98 STREET,Queens,11369,1091,24,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
6/4/2012,2012,216-06,  38 AVENUE,Queens,11361,6246,4,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
6/7/2012,2012,184-22,HORACE HARDING EXPRESSWAY,Queens,11365,7073,9,EGRESS - LOCKED/BLOCKED/IMPROPER/NO SECONDARY MEANS,PARTIAL VACATE ORDER ISSUED                                              P
6/8/2012,2012,34-46,60 ST,Queens,11377,1198,47,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
6/11/2012,2012,927,EAST 169 STREET,Bronx,10459,2719,79,CERTIFICATE OF OCCUPANCY - NONE/ILLEGAL/CONTRARY TO CO,PARTIAL VACATE ORDER ISSUED                                              P
